"study_id","es_id","outcome_types","treatment_n","control_n","total_N","pub_status","random_assignment","sample_screening","rel_text_causal","text_length","treatment_mean","control_mean","treatment_sd","control_sd","t","d","vd","g","vg"
"Hynd  1986b_1","ES_121","acc_beliefs",21.5,21.5,43,"published","random","screened",NA,12,4.73,3.63,2.1,2.26,NA,NA,NA,NA,NA
"Hynd1986a_1","ES_116","acc_beliefs",19,19,38,"published","random","screened",NA,12,NA,NA,NA,NA,NA,1.12375093172844,0.508870763873999,NA,NA
"Hynd1986a_1","ES_117","acc_beliefs",19,19,38,"published","random","screened",NA,12,NA,NA,NA,NA,NA,1.1184935955097,0.45541720406361,NA,NA
"Hynd1986a_1","ES_118","acc_beliefs",19,19,38,"published","random","screened",NA,12,NA,NA,NA,NA,NA,0.150936849984358,0.414086628795356,NA,NA
"Hynd1986a_1","ES_119","acc_beliefs",19,19,38,"published","random","screened",NA,12,NA,NA,NA,NA,NA,0.478758348444502,0.419139003117819,NA,NA
"Kutza 2000_1","ES_128","acc_beliefs",44,49,93,"unpublished","random","not_screened",NA,5,4.23,4.12,0.56,0.55,NA,NA,NA,NA,NA
"Kutza 2000_1","ES_129","acc_beliefs",45,50,95,"unpublished","random","not_screened",NA,5,4.04,4.09,0.73,0.57,NA,NA,NA,NA,NA
"Kutza 2000_1","ES_130","acc_beliefs",44,49,93,"unpublished","random","not_screened",NA,5,4.2,4.13,0.59,0.6,NA,NA,NA,NA,NA
"Kutza 2000_1","ES_131","acc_beliefs",45,50,95,"unpublished","random","not_screened",NA,5,4.04,4.16,0.72,0.56,NA,NA,NA,NA,NA
"Lally 2014_1","ES_132","acc_beliefs",39,39,78,"published","random","not_screened",NA,NA,3.95,3.88,0.56,0.54,NA,NA,NA,NA,NA
"Lally 2014_1","ES_133","acc_beliefs",39,39,78,"published","random","not_screened",NA,NA,4.03,3.87,0.77,0.77,NA,NA,NA,NA,NA
"Lally 2014_1","ES_134","acc_beliefs",39,39,78,"published","random","not_screened",NA,NA,4.05,4.04,0.7,0.75,NA,NA,NA,NA,NA
"Lally 2014_1","ES_135","acc_beliefs",39,39,78,"published","random","not_screened",NA,NA,4.26,4.13,0.54,0.48,NA,NA,NA,NA,NA
"Lem2015_1","ES_136","acc_beliefs",41,45,86,"published","random","not_screened",NA,NA,NA,NA,NA,NA,NA,0.496690658674908,0.285483570554466,NA,NA
"Lem2015_1","ES_138","acc_beliefs",59,45,104,"published","random","not_screened",NA,NA,NA,NA,NA,NA,NA,0.505268315942256,0.258584945739116,NA,NA
"Lem2016_1","ES_141","acc_beliefs",51,51,102,"published","random","not_screened",NA,NA,NA,NA,NA,NA,NA,0.272831774441848,0.28832776739088,NA,NA
"Lem2016_1","ES_140","acc_beliefs",51,51,102,"published","random","not_screened",NA,NA,3.53,3.63,NA,NA,-0.649,NA,NA,NA,NA
"Leon2009_1","ES_142","acc_beliefs",113,110,223,"unpublished","random","not_screened",-18.25,4,92.12,77.94,26.5,22.78,NA,NA,NA,NA,NA
"Leon2009_1","ES_143","acc_beliefs",113,129,242,"unpublished","random","not_screened",-18.25,1,92.12,102.32,26.5,24.52,NA,NA,NA,NA,NA
"Lin 2011_1","ES_148","acc_beliefs",32,28,60,"unpublished","random","screened",-1.73,6,30.97,29.05,17.12,14.47,NA,NA,NA,NA,NA
"Lin 2011_1","ES_149","acc_beliefs",23,19,42,"unpublished","random","not_screened",-1.73,6,41.81,35.49,17.18,16.29,NA,NA,NA,NA,NA
"Lin 2011_1","ES_144","acc_beliefs",17,14,31,"unpublished","random","screened",-1.73,6,3.53,2.71,2.13,1.59,NA,NA,NA,NA,NA
"Lin 2011_1","ES_145","acc_beliefs",10,8,18,"unpublished","random","not_screened",-1.73,6,6.7,7.13,1.49,1.81,NA,NA,NA,NA,NA
"Lin 2011_1","ES_146","acc_beliefs",15,14,29,"unpublished","random","screened",-1.73,0,3.87,2.93,2.07,2.46,NA,NA,NA,NA,NA
"Lin 2011_1","ES_147","acc_beliefs",13,11,24,"unpublished","random","not_screened",-1.73,0,5,4.91,1.41,0.7,NA,NA,NA,NA,NA
"Liu 2018_1","ES_151","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,6.23,5.43,3.89,4.1,NA,NA,NA,NA,NA
"Liu 2018_1","ES_152","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,11.41,10.53,4.92,5.3,NA,NA,NA,NA,NA
"Liu 2018_1","ES_154","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,11.25,5.43,5.24,4.1,NA,NA,NA,NA,NA
"Liu 2018_1","ES_155","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,13.41,10.53,4.17,5.3,NA,NA,NA,NA,NA
"Liu 2018_1","ES_157","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,7.83,7,3.94,4.13,NA,NA,NA,NA,NA
"Liu 2018_1","ES_158","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,12.25,10.9,2.89,3.09,NA,NA,NA,NA,NA
"Liu 2018_1","ES_160","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,10.93,7,4.55,4.13,NA,NA,NA,NA,NA
"Liu 2018_1","ES_161","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,11.23,10.9,3.34,3.09,NA,NA,NA,NA,NA
"Liu 2018_1","ES_162","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,3.65,2.48,2.13,1.36,NA,NA,NA,NA,NA
"Liu 2018_1","ES_163","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,3.8,3.67,1.74,2,NA,NA,NA,NA,NA
"Liu 2018_1","ES_164","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,3.1,2.48,2.65,1.36,NA,NA,NA,NA,NA
"Liu 2018_1","ES_165","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,3.7,3.67,2.49,2,NA,NA,NA,NA,NA
"Lombardi 2016_1","ES_166","acc_beliefs",45,50,95,"published","random","not_screened",7.64,188,102,96.9,12.6,11.2,NA,NA,NA,NA,NA
"Lombardi 2016_1","ES_167","acc_beliefs",45,50,95,"published","random","not_screened",7.64,188,2.27,0.4,3.86,4.09,NA,NA,NA,NA,NA
"Maria1990_1","ES_176","acc_beliefs",25,25,50,"published","random","screened",NA,325,3.29,1.76,1.98,1.31,NA,NA,NA,NA,NA
"Maria1990_1","ES_177","acc_beliefs",25,25,50,"published","random","screened",NA,325,3.29,4.15,1.98,1.86,NA,NA,NA,NA,NA
"Maria1990_1","ES_178","acc_beliefs",15.6,15.6,31.2,"published","random","screened",NA,325,4.18,2.3,2.37,1.44,NA,NA,NA,NA,NA
"Maria1990_1","ES_179","acc_beliefs",15.6,15.6,31.2,"published","random","screened",NA,325,4.18,5.28,2.37,2.29,NA,NA,NA,NA,NA
"Maria1990_1","ES_180","acc_beliefs",22,22,44,"published","random","screened",NA,325,1.98,1.81,1.63,1.57,NA,NA,NA,NA,NA
"Maria1990_1","ES_181","acc_beliefs",22,22,44,"published","random","screened",NA,325,1.98,3.4,1.63,2.09,NA,NA,NA,NA,NA
"Maria1990_1","ES_182","acc_beliefs",15,15,30,"published","random","screened",NA,325,3.15,2.8,1.99,1.87,NA,NA,NA,NA,NA
"Maria1990_1","ES_183","acc_beliefs",15,15,30,"published","random","screened",NA,325,3.15,4,1.99,2.63,NA,NA,NA,NA,NA
"Maria1990_1","ES_168","acc_beliefs",25,25,50,"published","random","screened",NA,325,6.86,5.11,1.98,0.94,NA,NA,NA,NA,NA
"Maria1990_1","ES_169","acc_beliefs",25,25,50,"published","random","screened",NA,325,6.86,7.7,1.98,1.61,NA,NA,NA,NA,NA
"Maria1990_1","ES_170","acc_beliefs",15.6,15.6,31.2,"published","random","screened",NA,325,8.29,6.47,1.9,1.73,NA,NA,NA,NA,NA
"Maria1990_1","ES_171","acc_beliefs",15.6,15.6,31.2,"published","random","screened",NA,325,8.29,8.65,1.9,1,NA,NA,NA,NA,NA
"Maria1990_1","ES_172","acc_beliefs",22,22,44,"published","random","screened",NA,325,5.58,5.21,1.73,2.01,NA,NA,NA,NA,NA
"Maria1990_1","ES_173","acc_beliefs",22,22,44,"published","random","screened",NA,325,5.58,7.44,1.73,2.13,NA,NA,NA,NA,NA
"Maria1990_1","ES_174","acc_beliefs",15,15,30,"published","random","screened",NA,325,5.62,4.56,2.09,2,NA,NA,NA,NA,NA
"Maria1990_1","ES_175","acc_beliefs",15,15,30,"published","random","screened",NA,325,5.62,5.46,2.09,2.23,NA,NA,NA,NA,NA
"Mason 2017_1","ES_184","acc_beliefs",20,19,39,"published","random","screened",NA,23,4.3,3.63,1.78,1.7,NA,NA,NA,NA,NA
"Mason 2017_1","ES_185","acc_beliefs",19,20,39,"published","random","screened",NA,23,4.15,3.5,1.42,1.19,NA,NA,NA,NA,NA
"Mason 2017_1","ES_186","acc_beliefs",20,19,39,"published","random","screened",NA,23,4.5,3.36,1.57,1.77,NA,NA,NA,NA,NA
"Mason 2017_1","ES_187","acc_beliefs",19,20,39,"published","random","screened",NA,23,3.94,2.75,1.71,1.61,NA,NA,NA,NA,NA
"Mason 2017_2","ES_188","acc_beliefs",23,26,49,"published","random","screened",NA,23,3.65,2.96,1.69,1.39,NA,NA,NA,NA,NA
"Mason 2017_2","ES_189","acc_beliefs",23,26,49,"published","random","screened",NA,23,3.82,2.5,1.64,1.5,NA,NA,NA,NA,NA
"Mason 2017_2","ES_190","acc_beliefs",23,26,49,"published","random","screened",NA,23,3.91,4.11,1.53,1.45,NA,NA,NA,NA,NA
"Mason 2017_2","ES_191","acc_beliefs",23,26,49,"published","random","screened",NA,23,3.21,3.61,1.75,1.49,NA,NA,NA,NA,NA
"Mason2019_1","ES_192","acc_beliefs",43,42,85,"published","random","screened",NA,2,14.04,13.02,1.92,2.76,NA,NA,NA,NA,NA
"Mason2019_1","ES_193","acc_beliefs",43,42,85,"published","random","screened",NA,2,13.58,12.59,2.49,2.82,NA,NA,NA,NA,NA
"McCuin2014_1","ES_194","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,38.63,37.04,8.33,7.96,NA,NA,NA,NA,NA
"McCuin2014_1","ES_195","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,22.32,21.78,4.88,5.24,NA,NA,NA,NA,NA
"McCuin2014_1","ES_196","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,16.31,15.25,4.53,3.8,NA,NA,NA,NA,NA
"McCuin2014_1","ES_197","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,36.52,34.23,6.97,6.01,NA,NA,NA,NA,NA
"McCuin2014_1","ES_198","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,21.15,20.22,4.55,4.7,NA,NA,NA,NA,NA
"McCuin2014_1","ES_199","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,15.37,14.01,4.1,3.16,NA,NA,NA,NA,NA
"Mikkila-Erdmann2001_1","ES_216","acc_beliefs",103,98,201,"published","random","not_screened",41.97,156,4.2,4.7,1.4,1.2,NA,NA,NA,NA,NA
"Mikkila-Erdmann2001_1","ES_217","acc_beliefs",103,98,201,"published","random","not_screened",41.97,156,6.9,6.2,2.4,2.3,NA,NA,NA,NA,NA
