"study_id","es_id","outcome_types","treatment_n","control_n","total_N","pub_status","random_assignment","sample_screening","rel_text_causal","text_length","treatment_mean","control_mean","treatment_sd","control_sd","t","d","vd","g","vg"
"Lin 2011_1","ES_147","acc_beliefs",13,11,24,"unpublished","random","not_screened",-1.73,0,5,4.91,1.41,0.7,NA,NA,NA,0.0759994823398814,0.167974717331648
"Liu 2018_1","ES_151","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,6.23,5.43,3.89,4.1,NA,NA,NA,0.196067906136835,0.0904659195724793
"Liu 2018_1","ES_152","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,11.41,10.53,4.92,5.3,NA,NA,NA,0.169100365729897,0.117124097156864
"Liu 2018_1","ES_154","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,11.25,5.43,5.24,4.1,NA,NA,NA,1.23270844925319,0.108416991109554
"Liu 2018_1","ES_155","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,13.41,10.53,4.17,5.3,NA,NA,NA,0.600912294585544,0.122443079111055
"Liu 2018_1","ES_157","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,7.83,7,3.94,4.13,NA,NA,NA,0.201481295599437,0.0904920026055461
"Liu 2018_1","ES_158","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,12.25,10.9,2.89,3.09,NA,NA,NA,0.443154288040659,0.119808230781402
"Liu 2018_1","ES_160","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,10.93,7,4.55,4.13,NA,NA,NA,0.893618555660501,0.0996783715224971
"Liu 2018_1","ES_161","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,11.23,10.9,3.34,3.09,NA,NA,NA,0.0996301914742437,0.116825454764222
"Liu 2018_1","ES_162","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,3.65,2.48,2.13,1.36,NA,NA,NA,0.659581110684717,0.0952727156649628
"Liu 2018_1","ES_163","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,3.8,3.67,1.74,2,NA,NA,NA,0.0684827765235612,0.116741690410948
"Liu 2018_1","ES_164","acc_beliefs",20,25,45,"published","random","screened",1.29000000000001,8,3.1,2.48,2.65,1.36,NA,NA,NA,0.299532363987763,0.0910873902662995
"Liu 2018_1","ES_165","acc_beliefs",20,15,35,"published","random","screened",1.29000000000001,8,3.7,3.67,2.49,2,NA,NA,NA,0.0127725205443343,0.116669276358553
"Lombardi 2016_1","ES_166","acc_beliefs",45,50,95,"published","random","not_screened",7.64,188,102,96.9,12.6,11.2,NA,NA,NA,0.425714583577696,0.0432152568247239
"Lombardi 2016_1","ES_167","acc_beliefs",45,50,95,"published","random","not_screened",7.64,188,2.27,0.4,3.86,4.09,NA,NA,NA,0.46571606022775,0.0434106416850895
"Maria1990_1","ES_176","acc_beliefs",25,25,50,"published","random","screened",NA,325,3.29,1.76,1.98,1.31,NA,NA,NA,0.897057084588959,0.088698816541802
"Maria1990_1","ES_177","acc_beliefs",25,25,50,"published","random","screened",NA,325,3.29,4.15,1.98,1.86,NA,NA,NA,-0.440660046162015,0.082099072128134
"Maria1990_1","ES_178","acc_beliefs",15.6,15.6,31.2,"published","random","screened",NA,325,4.18,2.3,2.37,1.44,NA,NA,NA,0.933854819786103,0.144086114603937
"Maria1990_1","ES_179","acc_beliefs",15.6,15.6,31.2,"published","random","screened",NA,325,4.18,5.28,2.37,2.29,NA,NA,NA,-0.459786887787609,0.132054872715752
"Maria1990_1","ES_180","acc_beliefs",22,22,44,"published","random","screened",NA,325,1.98,1.81,1.63,1.57,NA,NA,NA,0.104321066847389,0.0910442662936877
"Maria1990_1","ES_181","acc_beliefs",22,22,44,"published","random","screened",NA,325,1.98,3.4,1.63,2.09,NA,NA,NA,-0.744045657551073,0.0977853581539841
"Maria1990_1","ES_182","acc_beliefs",15,15,30,"published","random","screened",NA,325,3.15,2.8,1.99,1.87,NA,NA,NA,0.176353267067725,0.133925560854363
"Maria1990_1","ES_183","acc_beliefs",15,15,30,"published","random","screened",NA,325,3.15,4,1.99,2.63,NA,NA,NA,-0.354618916336387,0.135728001619397
"Maria1990_1","ES_168","acc_beliefs",25,25,50,"published","random","screened",NA,325,6.86,5.11,1.98,0.94,NA,NA,NA,1.11139887950273,0.0933524180138295
"Maria1990_1","ES_169","acc_beliefs",25,25,50,"published","random","screened",NA,325,6.86,7.7,1.98,1.61,NA,NA,NA,-0.458182843539709,0.0822693300143257
"Maria1990_1","ES_170","acc_beliefs",15.6,15.6,31.2,"published","random","screened",NA,325,8.29,6.47,1.9,1.73,NA,NA,NA,0.975669730645725,0.145540150627685
"Maria1990_1","ES_171","acc_beliefs",15.6,15.6,31.2,"published","random","screened",NA,325,8.29,8.65,1.9,1,NA,NA,NA,-0.230967483033019,0.129176578149882
"Maria1990_1","ES_172","acc_beliefs",22,22,44,"published","random","screened",NA,325,5.58,5.21,1.73,2.01,NA,NA,NA,0.193760756597752,0.0913754121711043
"Maria1990_1","ES_173","acc_beliefs",22,22,44,"published","random","screened",NA,325,5.58,7.44,1.73,2.13,NA,NA,NA,-0.941359760589089,0.101915986183101
"Maria1990_1","ES_174","acc_beliefs",15,15,30,"published","random","screened",NA,325,5.62,4.56,2.09,2,NA,NA,NA,0.504185058725498,0.138173959106755
"Maria1990_1","ES_175","acc_beliefs",15,15,30,"published","random","screened",NA,325,5.62,5.46,2.09,2.23,NA,NA,NA,0.0720312304441316,0.133432134763921
"Mason 2017_1","ES_184","acc_beliefs",20,19,39,"published","random","screened",NA,23,4.3,3.63,1.78,1.7,NA,NA,NA,0.376856619869575,0.104645754095812
"Mason 2017_1","ES_185","acc_beliefs",19,20,39,"published","random","screened",NA,23,4.15,3.5,1.42,1.19,NA,NA,NA,0.487176961091381,0.105997612341769
"Mason 2017_1","ES_186","acc_beliefs",20,19,39,"published","random","screened",NA,23,4.5,3.36,1.57,1.77,NA,NA,NA,0.668570913458568,0.108970858341987
"Mason 2017_1","ES_187","acc_beliefs",19,20,39,"published","random","screened",NA,23,3.94,2.75,1.71,1.61,NA,NA,NA,0.7024740912758,0.109630088481032
"Mason 2017_2","ES_188","acc_beliefs",23,26,49,"published","random","screened",NA,23,3.65,2.96,1.69,1.39,NA,NA,NA,0.441508579949658,0.0840935218369408
"Mason 2017_2","ES_189","acc_beliefs",23,26,49,"published","random","screened",NA,23,3.82,2.5,1.64,1.5,NA,NA,NA,0.828800384993353,0.0895292674176691
"Mason 2017_2","ES_190","acc_beliefs",23,26,49,"published","random","screened",NA,23,3.91,4.11,1.53,1.45,NA,NA,NA,-0.132251952043985,0.082133047609132
"Mason 2017_2","ES_191","acc_beliefs",23,26,49,"published","random","screened",NA,23,3.21,3.61,1.75,1.49,NA,NA,NA,-0.243412352364044,0.082594430497352
"Mason2019_1","ES_192","acc_beliefs",43,42,85,"published","random","screened",NA,2,14.04,13.02,1.92,2.76,NA,NA,NA,0.426044241529001,0.0481823133032867
"Mason2019_1","ES_193","acc_beliefs",43,42,85,"published","random","screened",NA,2,13.58,12.59,2.49,2.82,NA,NA,NA,0.369063951241776,0.0479035181949799
"McCuin2014_1","ES_194","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,38.63,37.04,8.33,7.96,NA,NA,NA,0.193711861872906,0.0209172095213713
"McCuin2014_1","ES_195","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,22.32,21.78,4.88,5.24,NA,NA,NA,0.106846282444031,0.0208496596478641
"McCuin2014_1","ES_196","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,16.31,15.25,4.53,3.8,NA,NA,NA,0.249132634285214,0.0209807092902128
"McCuin2014_1","ES_197","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,36.52,34.23,6.97,6.01,NA,NA,NA,0.346505437041699,0.0211307704981522
"McCuin2014_1","ES_198","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,21.15,20.22,4.55,4.7,NA,NA,NA,0.20079838519907,0.0209244428771645
"McCuin2014_1","ES_199","acc_beliefs",114,83,197,"published","non-random","not_screened",0,NA,15.37,14.01,4.1,3.16,NA,NA,NA,0.362850307265255,0.0211607686075895
"Mikkila-Erdmann2001_1","ES_216","acc_beliefs",103,98,201,"published","random","not_screened",41.97,156,4.2,4.7,1.4,1.2,NA,NA,NA,-0.381303164342622,0.0202813655083965
"Mikkila-Erdmann2001_1","ES_217","acc_beliefs",103,98,201,"published","random","not_screened",41.97,156,6.9,6.2,2.4,2.3,NA,NA,NA,0.296522509467505,0.0201356969982988
"Mikkila-Erdmann2001_1","ES_218","acc_beliefs",103,98,201,"published","random","not_screened",41.97,156,10.5,8.9,2.4,2.1,NA,NA,NA,0.705682218134282,0.0211751388633666
"Mikkila-Erdmann2001_1","ES_219","acc_beliefs",103,98,201,"published","random","not_screened",41.97,156,7.4,6.7,2.2,2,NA,NA,NA,0.331304085284859,0.0201910498321142
"Mikkila-Erdmann2002_1","ES_200","acc_beliefs",51.5,49,100.5,"published","random","not_screened",NA,156,4.1,4.6,1.6,1.1,NA,NA,NA,-0.35976616541171,0.0404945232040324
"Mikkila-Erdmann2002_1","ES_201","acc_beliefs",51.5,49,100.5,"published","random","not_screened",NA,156,4.3,4.9,1.3,1.3,NA,NA,NA,-0.458013769487952,0.0409097340873088
"Mikkila-Erdmann2002_1","ES_202","acc_beliefs",51.5,49,100.5,"published","random","not_screened",NA,156,6.5,6.1,2.7,2.4,NA,NA,NA,0.155165502030413,0.0399500619886032
"Mikkila-Erdmann2002_1","ES_203","acc_beliefs",51.5,49,100.5,"published","random","not_screened",NA,156,7.2,6.4,2.2,2.3,NA,NA,NA,0.352952176902231,0.0404694257514439
"Mikkila-Erdmann2002_1","ES_204","acc_beliefs",51.5,49,100.5,"published","random","not_screened",NA,156,10.4,8.8,2.5,1.9,NA,NA,NA,0.712683156832035,0.0424504817991024
"Mikkila-Erdmann2002_1","ES_205","acc_beliefs",51.5,49,100.5,"published","random","not_screened",NA,156,10.5,9.1,2.4,2.3,NA,NA,NA,0.590742529130604,0.0416291001209022
"Mikkila-Erdmann2002_1","ES_206","acc_beliefs",51.5,49,100.5,"published","random","not_screened",NA,156,6.9,6.6,2.4,2,NA,NA,NA,0.134459161135232,0.0399190700165921
"Mikkila-Erdmann2002_1","ES_207","acc_beliefs",51.5,49,100.5,"published","random","not_screened",NA,156,7.7,6.8,2,2.1,NA,NA,NA,0.435811813894776,0.0408071796820225
"Muis 2018_1","ES_232","acc_beliefs",60,60,120,"published","random","not_screened",NA,7,0.84,0.69,0.19,0.19,4.56,NA,NA,0.827233615580982,0.0362765846906864
"Muis2020_1","ES_220","acc_beliefs",31.25,31.25,62.5,"published","random","not_screened",NA,9,86.56,68.06,15.01,21.28,NA,NA,NA,0.992164400622183,0.072377332014592
"Muis2020_1","ES_221","acc_beliefs",31.25,31.25,62.5,"published","random","not_screened",NA,-109,71.94,69.03,20.88,19.21,NA,NA,NA,0.143240743289657,0.064174610991858
"Nasim 2018_1","ES_238","acc_beliefs",49,49,98,"unpublished","random","not_screened",2.19,109,5,5.35,1.78,1.75,NA,NA,NA,-0.196739235089513,0.041021660788215
"Nasim 2018_1","ES_239","acc_beliefs",49,49,98,"unpublished","random","not_screened",2.19,109,4.06,4.02,1.71,1.85,NA,NA,NA,0.022278592635259,0.0408189595554761
"Palmer 2003_1","ES_240","acc_beliefs",19,17,36,"published","non-random","screened",14.25,-2,NA,NA,NA,NA,NA,0.953357705430663,0.502259875481391,0.932171978643315,0.480185243917024
"Peltier 2020_1","ES_241","acc_beliefs",49,48,97,"published","random","not_screened",-26.99,9,90.77,81.53,12.09,7.66,NA,NA,NA,0.903750745546256,0.0456208411205787
"Peltier 2020_1","ES_242","acc_beliefs",49,48,97,"published","random","not_screened",-26.99,9,100.38,87.18,9.78,9.22,NA,NA,NA,1.37744510152733,0.0514147619655857
"Poehnl 2013_1","ES_243","acc_beliefs",103,100,203,"published","non-random","not_screened",NA,NA,5.44,5.3,1.75,1.79,NA,NA,NA,0.0788087421051252,0.0197243232805469
"Poehnl 2013_1","ES_246","acc_beliefs",77,70,147,"published","non-random","not_screened",NA,NA,5.36,5.51,1.82,1.73,NA,NA,NA,-0.0839394474835393,0.0272973198254524
"Poehnl 2013_1","ES_247","acc_beliefs",103,100,203,"published","non-random","not_screened",NA,NA,4.7,4.91,2.02,1.81,NA,NA,NA,-0.108998047887504,0.0197385509588415
"Poehnl 2013_1","ES_250","acc_beliefs",77,70,147,"published","non-random","not_screened",NA,NA,4.86,4.9,1.88,2.02,NA,NA,NA,-0.0204287580522674,0.0272741839231142
"Prinz 2017_1","ES_252","acc_beliefs",27,26,53,"unpublished","random","not_screened",NA,123,0.62,0.65,0.19,0.2,NA,NA,NA,-0.151597076089178,0.0757318738613004
"Prinz 2017_1","ES_254","acc_beliefs",27,26,53,"unpublished","random","not_screened",NA,123,0.59,0.65,0.32,0.34,NA,NA,NA,-0.179153192660479,0.075824396553239
"Prinz 2020_1","ES_257","acc_beliefs",32,32,64,"published","random","not_screened",NA,316,3.0938,2.9375,0.9625,1.1,NA,NA,NA,0.149389926289602,0.0626851966215689
"Prinz 2020_1","ES_258","acc_beliefs",32,32,64,"published","random","not_screened",NA,142,2.75,2.9375,0.95038,1.1,NA,NA,NA,-0.180190939819687,0.0627694364419372
"Prinz 2020_1","ES_255","acc_beliefs",32,32,64,"published","random","not_screened",NA,316,2.1659,1.762,1.016,1.56178,NA,NA,NA,0.302848188161843,0.063261097671784
"Prinz 2020_1","ES_256","acc_beliefs",32,32,64,"published","random","not_screened",NA,142,2.3101,1.762,1.36595,1.56178,NA,NA,NA,0.36904445219033,0.0636301804639186
"Ramsburg 2018_1","ES_261","acc_beliefs",88,85,173,"unpublished","random","not_screened",-18.65,NA,6.58,5.14,3.65,3.8,NA,NA,NA,0.384936722033544,0.0235660831874342
"Rodrigues_1","ES_262","acc_beliefs",57,43,100,"unpublished","random","not_screened",NA,264,NA,NA,NA,NA,NA,0.302309888805922,0.0418899918691181,0.299990375592577,0.0412496447298521
"Rodrigues_1","ES_263","acc_beliefs",57,43,100,"unpublished","random","not_screened",NA,264,NA,NA,NA,NA,0,NA,NA,0,0.0407996736026112
"Rodrigues_1","ES_264","acc_beliefs",57,43,100,"unpublished","random","not_screened",NA,264,NA,NA,NA,NA,2.45,NA,NA,0.491075154749929,0.0420524004319245
"Salisbury-Glennon2000_1","ES_265","acc_beliefs",45,50,95,"published","random","not_screened",36.83,20,16.48,13.3,3.43,4.43,NA,NA,NA,0.790890478754462,0.0456495845632139
"Salisbury-Glennon2000_1","ES_268","acc_beliefs",40,41,81,"published","random","not_screened",36.83,20,16.1,13.85,3.46,4.18,NA,NA,NA,0.580133605002835,0.0515685247621161
"Seyedmonir 2000_1","ES_273","acc_beliefs",12,14,26,"unpublished","random","not_screened",1.07000000000001,NA,7.25,8.43,2.93,2.5,NA,NA,NA,-0.422338657566602,0.158768686238549
"Seyedmonir 2000_1","ES_274","acc_beliefs",14,15,29,"unpublished","random","screened",1.07000000000001,NA,7.07,6.07,1.98,2.91,NA,NA,NA,0.387885115686817,0.141073658953476
"Seyedmonir 2000_1","ES_275","acc_beliefs",12,14,26,"unpublished","random","not_screened",1.07000000000001,NA,6.33,6.07,1.78,1.86,NA,NA,NA,0.138052002149718,0.155190018738197
"Seyedmonir 2000_1","ES_276","acc_beliefs",14,15,29,"unpublished","random","screened",1.07000000000001,NA,5.5,5.47,1.34,2.13,NA,NA,NA,0.0162564096794657,0.138100469629887
"Sodervik 2014_1","ES_277","acc_beliefs",45,46,91,"published","random","not_screened",NA,94,16.98,15.43,4.73,5.68,NA,NA,NA,0.293752390666356,0.0444558416877654
"Sodervik 2014_1","ES_278","acc_beliefs",42,45,87,"published","random","not_screened",NA,94,15.76,15.33,5.1,5.28,NA,NA,NA,0.0820555412737968,0.0460721840448193
"Sodervik 2015_1","ES_279","acc_beliefs",87,84,171,"published","random","not_screened",NA,98,21.52,21.73,5.99,6.6,NA,NA,NA,-0.0332010940910048,0.0234023101602362
